tweet_id,favorite,retweet
738537504001953792,4736,1408
738402415918125056,3037,748
738184450748633089,4006,1117
738166403467907072,8145,3057
738156290900254721,2305,587
737826014890496000,4874,1622
737800304142471168,9333,3190
737678689543020544,4671,1215
737445876994609152,9524,4100
737322739594330112,3348,744
737310737551491075,13626,6790
736736130620620800,3924,1557
736392552031657984,16475,6708
736365877722001409,3700,1124
736225175608430592,7552,2562
736010884653420544,7313,2727
735991953473572864,3317,1042
735648611367784448,3762,1024
735635087207878657,5707,2160
735274964362878976,12129,4586
735256018284875776,3095,811
735137028879360001,2906,890
734912297295085568,2567,479
734787690684657664,11652,5798
734776360183431168,2343,494
734559631394082816,1384,358
733828123016450049,3328,723
733822306246479872,3414,941
733482008106668032,2897,857
733460102733135873,3899,1150
733109485275860992,49728,15638
732732193018155009,2255,487
732726085725589504,3318,808
732585889486888962,3387,719
732375214819057664,7491,2301
732005617171337216,13803,4918
731285275100512256,3252,909
731156023742988288,3570,1148
730924654643314689,5691,1803
730573383004487680,4508,1936
730427201120833536,3225,949
730211855403241472,3527,966
